palavra,polaridade,tipo
cunts,-2.9,TBD
curioso,-0.8,TBD
maldicao,-2.5,TBD
cortar,-1.1,TBD
fofa,2.0,TBD
lindamente,-1.2,TBD
cuteness,2.3,TBD
cutenesses,1.9,TBD
cutes,1.8,TBD
cutesie,1.0,TBD
cutasier,1.5,TBD
mais bonito,2.7,TBD
cutesy,2.1,TBD
cutey,2.1,TBD
linda,3.0,TBD
cutiepie,2.0,TBD
cuties,2.2,TBD
corte,-0.5,TBD
cinico,-1.6,TBD
cinicamente,-1.3,TBD
cinismo,-1.7,TBD
cinicos,-0.3,TBD
d-:,1.6,TBD
d:,-2.9,TBD
d =,-3.0,TBD
danificar,-2.2,TBD
estragado,-1.5,TBD
damier,-1.9,TBD
damagers,-2.0,TBD
danos,-1.9,TBD
prejudicial,-2.4,TBD
prejudicialmente,-1.5,TBD
droga,-2.4,TBD
condenavel,-2.6,TBD
malditamente,-1.8,TBD
damnations,-1.4,TBD
mais dificil,1.3,TBD
damnifies,-1.8,TBD
damnify,-2.2,TBD
condenando,-1.4,TBD
condenadamente,-2.0,TBD
malditos,-2.1,TBD
perigo,-1.7,TBD
perigoso,-2.1,TBD
ameacando,-2.5,TBD
perigosamente,-2.0,TBD
perigosidade,-2.0,TBD
perigos,-2.2,TBD
temerario,0.5,TBD
ousada,1.5,TBD
atretamente,2.1,TBD
atrevimento,0.4,TBD
mais escuro,-2.2,TBD
trevas,-1.0,TBD
querida,2.2,TBD
queridamente,1.6,TBD
carinho,2.0,TBD
queridos,2.8,TBD
intrepido,2.3,TBD
deslumbrante,-0.7,TBD
atordoado,-0.4,TBD
aturdido,-0.4,TBD
aturdimento,-0.5,TBD
daze,-0.3,TBD
morto,-3.5,TBD
impasse,-1.4,TBD
ensurdecedor,-1.2,TBD
caro,1.6,TBD
mais caro,2.6,TBD
dearios,1.0,TBD
muito caro,1.8,TBD
escassez,-0.6,TBD
deary,1.9,TBD
morte,-2.9,TBD
debonair,0.8,TBD
divida,-1.5,TBD
decair,-1.7,TBD
decaido,-1.6,TBD
decadente,-1.7,TBD
decadentes,-1.6,TBD
decaca,-1.7,TBD
engano,-0.4,TBD
enganosa,-1.7,TBD
enganou,-1.9,TBD
engana,-1.6,TBD
enganando,0.1,TBD
decepcao,-1.9,TBD
decisivo,0.9,TBD
dedicada,2.0,TBD
derrota,-1.9,TBD
derrotado,-2.1,TBD
derrotista,-1.7,TBD
derrotistas,-2.1,TBD
derrotando,-1.6,TBD
derrotismo,-1.3,TBD
derrotas,-1.5,TBD
defeito,-1.8,TBD
desfechando,-1.8,TBD
desercao,-1.4,TBD
defeccoes,-1.5,TBD
defeituoso,-1.3,TBD
de forma defeituosa,-2.1,TBD
defeitos,-1.7,TBD
desertor,-1.9,TBD
desertores,-1.3,TBD
defesa,0.4,TBD
defensista,0.1,TBD
defensores,-0.4,TBD
defesas,0.7,TBD
defensor,0.4,TBD
indefeso,-1.4,TBD
indefesamente,-1.1,TBD
indefesa,-1.3,TBD
defensavel,0.8,TBD
de forma defensiva,0.1,TBD
defensiva,-0.4,TBD
defensivamente,-0.6,TBD
defensivos,-0.3,TBD
adiar,-0.7,TBD
desafiante,-0.9,TBD
deficit,-1.7,TBD
definido,1.1,TBD
definitivamente,1.7,TBD
degradavel,-1.0,TBD
degradacao,-2.4,TBD
degradacoes,-1.5,TBD
degradativo,-2.0,TBD
degradado,-1.8,TBD
degradador,-2.0,TBD
degradadores,-2.0,TBD
degrada-se,-2.1,TBD
degradante,-2.8,TBD
degradantemente,-2.7,TBD
desumanizar,-1.8,TBD
desumanizado,-1.9,TBD
desumaniza,-1.5,TBD
desumanizante,-2.4,TBD
dejectar,-2.2,TBD
abatido,-1.8,TBD
rejeitar,-1.7,TBD
dejetos,-2.0,TBD
demora,-1.3,TBD
atrasado,-1.1,TBD
deliciosa,2.9,TBD
deliciosos,1.4,TBD
discretamente,2.8,TBD
delicado,0.2,TBD
delicadamente,1.0,TBD
delicados,0.6,TBD
delicatessen,0.4,TBD
delicatessens,0.4,TBD
delicioso,2.1,TBD
deliciosamente,2.7,TBD
delicia,2.1,TBD
deleite,2.9,TBD
deleitado,2.3,TBD
felizmente,2.3,TBD
deligh,2.0,TBD
delighters,2.6,TBD
prazer,2.8,TBD
deliciando,1.6,TBD
delicias,2.3,TBD
exigem,-0.5,TBD
exigiu,-0.9,TBD
exigente,-0.9,TBD
demonstracao,0.4,TBD
desmoralizado,-1.6,TBD
negado,-1.9,TBD
denier,-1.5,TBD
negadores,-1.1,TBD
nega,-1.8,TBD
denunciar,-1.4,TBD
denuncia,-1.9,TBD
negar,-1.4,TBD
negando,-1.4,TBD
deprimir,-2.2,TBD
depressor,-1.8,TBD
depressivos,-1.5,TBD
depressivo,-1.6,TBD
deprime,-1.4,TBD
deprimivel,-1.7,TBD
deprimente,-1.6,TBD
depressivamente,-2.1,TBD
depressao,-2.7,TBD
depressoes,-2.2,TBD
depressores,-1.7,TBD
despressurizacao,-0.3,TBD
despressurizacoes,-0.4,TBD
despressurizar,-0.5,TBD
despressurizado,-0.3,TBD
despressuriza,-0.3,TBD
despressurizando,-0.7,TBD
privacao,-1.8,TBD
privacoes,-1.8,TBD
privar,-2.1,TBD
privado,-2.1,TBD
privador,-1.6,TBD
priva,-1.7,TBD
privando,-2.0,TBD
descarrilhar,-1.2,TBD
descarrilado,-1.4,TBD
descarrilar,-1.3,TBD
ridicularizar,-1.1,TBD
ridicularizado,-1.5,TBD
ridiculariza,-1.0,TBD
ridicularizando,-1.5,TBD
escarnio,-1.2,TBD
desejavel,1.3,TBD
desejo,1.7,TBD
desejado,1.1,TBD
desejoso,1.3,TBD
desespero,-2.0,TBD
desesperado,-1.3,TBD
desesperador,-1.3,TBD
desesperadores,-1.3,TBD
desesperando,-2.3,TBD
desesperadamente,-1.6,TBD
desespera,-2.7,TBD
desesperos,-2.2,TBD
despreza,-2.0,TBD
desprezado,-2.0,TBD
desprezador,-1.8,TBD
desprezadores,-1.6,TBD
desprezando,-0.9,TBD
desanimado,-2.3,TBD
quebrar,-2.5,TBD
destruir,-2.5,TBD
destruido,-1.9,TBD
destruidor,-2.0,TBD
destruidores,-2.3,TBD
destruindo,-2.5,TBD
destroi,-2.4,TBD
destrua,-2.4,TBD
destructibilidade,-1.8,TBD
destrutivel,-1.5,TBD
destruicao,-2.2,TBD
destristador,-2.6,TBD
destructores,-2.1,TBD
destrutivo,-3.0,TBD
destrutivamente,-2.4,TBD
destrutividade,-2.4,TBD
destacado,-0.5,TBD
deter,-1.8,TBD
detido,-1.7,TBD
detencao,-1.5,TBD
determinavel,0.9,TBD
determinabilidade,0.2,TBD
determinably,0.9,TBD
determinacao,1.7,TBD
determinante,1.1,TBD
determinado,1.4,TBD
determinadamente,1.2,TBD
determinacoes,0.8,TBD
determinantes,0.9,TBD
determinador,1.1,TBD
devastar,-3.1,TBD
devastado,-2.3,TBD
devasta,-2.8,TBD
devastador,-2.4,TBD
devastadoramente,-2.4,TBD
devastacao,-1.8,TBD
devastacoes,-1.9,TBD
devastativo,-3.2,TBD
devastadores,-2.9,TBD
diabo,-0.6,TBD
deviled,-1.6,TBD
devil,-2.2,TBD
diabolico,-2.1,TBD
devagar,-1.1,TBD
devilishnessness,-2.3,TBD
devilkin,-2.4,TBD
devolvendo,-1.8,TBD
devilment,-1.9,TBD
devilments,-1.1,TBD
devilries,-1.6,TBD
diabrura,-2.8,TBD
demonios,-2.7,TBD
deviltries,-1.5,TBD
deviltry,-2.8,TBD
devilwood,-0.8,TBD
devilwoods,-1.0,TBD
dedicar,1.4,TBD
dedicado,1.7,TBD
devotadamente,1.6,TBD
devocao,2.0,TBD
devoto,1.5,TBD
devotos,1.1,TBD
dedica,1.6,TBD
dedicando,2.1,TBD
devocional,1.2,TBD
devotamente,2.2,TBD
devocionais,1.2,TBD
devocoes,1.8,TBD
diamante,1.4,TBD
pau,-2.3,TBD
dickhead,-3.1,TBD
morrer,-2.9,TBD
morreu,-2.6,TBD
dificil,-0.4,TBD
dificuldades,-0.4,TBD
dificilmente,-1.4,TBD
dificuldade,-1.3,TBD
digna,2.2,TBD
dignifica,2.0,TBD
dignificar,1.8,TBD
dignificando,2.1,TBD
dignitarios,0.6,TBD
dignitario,1.9,TBD
dignidades,1.4,TBD
dignidade,2.2,TBD
dilema,-0.7,TBD
dipshit,-2.1,TBD
sujeira,-1.5,TBD
mais sujo,-2.4,TBD
sujo,-1.8,TBD
desativando,-2.1,TBD
desvantagem,-1.0,TBD
desfavorecidos,-1.7,TBD
desvantajoso,-1.8,TBD
desvantajosamente,-2.1,TBD
desvantagens,-1.7,TBD
discordar,-1.6,TBD
desagradavel,-2.6,TBD
discordancia,-1.9,TBD
desagradavelmente,-1.1,TBD
discordou,-1.3,TBD
discordando,-1.4,TBD
desacordo,-1.5,TBD
desentendimentos,-1.8,TBD
discorda,-1.3,TBD
desaparecer,-0.9,TBD
desaparecido,-0.9,TBD
desaparece,-1.4,TBD
decepcionar,-1.7,TBD
desapontado,-2.1,TBD
decepcionado,-1.7,TBD
desapontante,-2.2,TBD
decepcionantemente,-1.9,TBD
desapontamento,-2.3,TBD
decepcoes,-2.0,TBD
decepciona,-1.6,TBD
desastre,-3.1,TBD
desastres,-2.6,TBD
desastroso,-2.9,TBD
nao acredite,-1.2,TBD
descartar,-0.7,TBD
descartado,-1.4,TBD
descarta,-1.0,TBD
desconforto,-1.3,TBD
desconfortavel,-1.6,TBD
incompativel,-1.6,TBD
desconsolado,-2.3,TBD
desconsolacao,-1.7,TBD
descontente,-1.8,TBD
discordia,-1.7,TBD
descontado,0.2,TBD
desencorajar,-1.7,TBD
desencorajador,-1.2,TBD
desencorajado,-1.7,TBD
desencorajamento,-2.0,TBD
desencorajamentos,-1.8,TBD
desencorajadores,-1.9,TBD
desencoraja,-1.9,TBD
desencorajando,-1.9,TBD
desencorajadoramente,-1.8,TBD
desacreditada,-1.9,TBD
desdem,-2.1,TBD
desgraca,-2.2,TBD
desonrado,-2.0,TBD
disfarce,-1.0,TBD
disfarcado,-1.1,TBD
disfarces,-1.0,TBD
disfarcando,-1.3,TBD
com nojo,-2.4,TBD
com desgosto,-3.0,TBD
desgostoso,-2.6,TBD
repugnante,-2.4,TBD
nojento,-2.9,TBD
desanimar,-2.0,TBD
desanimador,-1.8,TBD
desanimadoramente,-2.0,TBD
moleza,-2.3,TBD
molezas,-2.2,TBD
desanima,-2.2,TBD
desonesto,-0.9,TBD
desilusao,-1.7,TBD
desiludido,-1.9,TBD
desiludindo,-1.3,TBD
desilusoes,-1.6,TBD
nao inclinado,-1.1,TBD
desarticulado,-1.3,TBD
nao gosta,-1.3,TBD
nao gostei,-1.7,TBD
lugubre,-2.1,TBD
desalento,-1.9,TBD
consternado,-1.9,TBD
consternante,-2.2,TBD
desanimos,-1.8,TBD
desordem,-1.7,TBD
desorganizado,-1.2,TBD
desorientado,-1.5,TBD
desacreditar,-2.0,TBD
depreciado,-1.4,TBD
deprecia,-1.6,TBD
desagradado,-1.9,TBD
disputa,-1.7,TBD
disputado,-1.4,TBD
disputas,-1.4,TBD
disputando,-1.7,TBD
desqualificado,-1.8,TBD
inquietacao,-1.8,TBD
desconsiderado,-1.6,TBD
desconsiderando,-0.9,TBD
desconsidera,-1.4,TBD
desrespeito,-1.8,TBD
desrespeitado,-2.0,TBD
disrupcao,-1.5,TBD
disrupcoes,-1.4,TBD
disruptivo,-1.3,TBD
insatisfacao,-2.2,TBD
insatisfacoes,-1.9,TBD
insatisfatorio,-2.0,TBD
insatisfeito,-1.7,TBD
desagradar,-2.2,TBD
distorcer,-1.3,TBD
distorcido,-1.7,TBD
distorcendo,-1.1,TBD
distorce,-1.4,TBD
distrair,-1.2,TBD
distractable,-1.3,TBD
distraido,-1.4,TBD
distraidamente,-1.4,TBD
distractividade,-1.3,TBD
distractil,-1.5,TBD
distraindo,-1.2,TBD
distracao,-1.6,TBD
distracoes,-1.0,TBD
distrativo,-1.6,TBD
distrai,-1.3,TBD
perturbado,-1.4,TBD
angustiante,-2.2,TBD
com angustia,-1.7,TBD
desconfianca,-1.2,TBD
desconfiado,-2.1,TBD
com desconfianca,-1.7,TBD
desconfiar,-2.1,TBD
suspeitar,-1.3,TBD
perturbar,-1.7,TBD
perturbacao,-1.6,TBD
disturbios,-2.3,TBD
perturbador,-2.1,TBD
perturbadores,-2.0,TBD
perturbadoramente,-2.3,TBD
perturba,-1.9,TBD
dithering,-0.5,TBD
adivinhacao,1.1,TBD
adivinhador,1.6,TBD
divino,2.6,TBD
adivinhado,0.8,TBD
divinamente,2.9,TBD
adivinho,0.3,TBD
adivinhadores,1.2,TBD
divinos,0.8,TBD
divinest,2.7,TBD
mergulho,-0.4,TBD
adivinhando,0.9,TBD
divinizar,2.3,TBD
divindades,1.8,TBD
divindade,2.7,TBD
tonto,-0.9,TBD
doloroso,-2.7,TBD
dominio,0.8,TBD
dominios,-0.1,TBD
predominantemente,0.2,TBD
dominantes,0.2,TBD
dominar,-0.5,TBD
domina,0.2,TBD
dominando,-1.2,TBD
dominacao,-0.2,TBD
dominacoes,-0.3,TBD
dominativo,-0.7,TBD
dominadores,-0.4,TBD
dominatrices,-0.2,TBD
dominatrix,-0.5,TBD
dominatrixes,0.6,TBD
doom,-1.7,TBD
doomful,-2.1,TBD
dooming,-2.8,TBD
dooms,-1.1,TBD
doomsayer,-0.7,TBD
doomsayers,-1.7,TBD
doomsaying,-1.5,TBD
doomsayings,-1.5,TBD
apocalipse,-2.8,TBD
doomsdayer,-2.2,TBD
dias uteis,-2.4,TBD
doomster,-2.2,TBD
doomsters,-1.6,TBD
doomia,-1.1,TBD
dork,-1.4,TBD
dorkier,-1.1,TBD
dorkiest,-1.2,TBD
dorks,-0.5,TBD
dorky,-1.1,TBD
duvida,-1.2,TBD
duvidoso,-1.5,TBD
duvidou,-1.1,TBD
duvidando,-1.4,TBD
duvidosos,-1.3,TBD
duvidosamente,-1.4,TBD
sem duvida,1.2,TBD
falta de duvida,0.8,TBD
duvidas,-1.2,TBD
douche,-1.5,TBD
babaca,-3.0,TBD
arrastar,-0.9,TBD
arrastada,-0.2,TBD
arrasta-se,-0.7,TBD
drenado,-1.5,TBD
temerar,-2.0,TBD
temido,-2.7,TBD
terriveis,-2.6,TBD
temendo,-2.7,TBD
dreadlock,-0.4,TBD
dreadlocks,-0.2,TBD
dreadnought,-0.6,TBD
dreadnoughts,-0.4,TBD
teme,-1.4,TBD
sonhe,1.0,TBD
sonhos,1.7,TBD
droopy,-0.8,TBD
solta,-1.1,TBD
afogar,-2.7,TBD
afogado,-2.9,TBD
se afoga,-2.2,TBD
bebado,-1.4,TBD
dud,-1.0,TBD
macante,-1.7,TBD
dullard,-1.6,TBD
dullards,-1.8,TBD
embotado,-1.5,TBD
mais aborrecido,-1.7,TBD
embotamento,-1.1,TBD
insensibilidade,-1.4,TBD
opacias,-1.9,TBD
aborrece,-1.9,TBD
dullsville,-2.4,TBD
burro,-1.8,TBD
idiota,-2.2,TBD
haltere,-0.8,TBD
halteres,-0.2,TBD
dumbcane,-0.3,TBD
dumbcanes,-0.6,TBD
dumbed,-1.4,TBD
mais burro,-1.5,TBD
mais tonto,-2.3,TBD
estupefato,-0.8,TBD
dumbfounder,-1.0,TBD
estupefatos,-1.0,TBD
dumbfounds,-0.3,TBD
dumbheads,-1.9,TBD
dumbing,-0.5,TBD
idiotamente,-1.3,TBD
mudez,-1.9,TBD
dumbstruck,-1.0,TBD
dumbwaiter,0.2,TBD
nomadas,-0.1,TBD
despejar,-1.6,TBD
dumpcart,-0.6,TBD
despejado,-1.7,TBD
dumper,-1.2,TBD
dumpers,-0.8,TBD
dumpier,-1.4,TBD
dumpiness,-1.2,TBD
dumping,-1.3,TBD
dumpings,-1.1,TBD
dumpish,-1.8,TBD
bolinho de massa,0.4,TBD
dumplings,-0.3,TBD
lixoes,-1.7,TBD
deposito de lixo,-0.6,TBD
lata de lixo,-1.0,TBD
dumpy,-1.7,TBD
morar,0.5,TBD
morava,0.4,TBD
morador,0.3,TBD
moradores,-0.3,TBD
habitacao,0.1,TBD
habita,-0.1,TBD
dinamico,0.9,TBD
dinamicamente,1.5,TBD
dinamica,1.1,TBD
dinamismo,1.4,TBD
dinamismos,1.2,TBD
dinamistas,0.9,TBD
dinamite,0.7,TBD
dinamitado,-0.9,TBD
dinamiter,-1.2,TBD
dinamitadores,0.4,TBD
dinamites,-0.3,TBD
dinamitar,0.2,TBD
dinamometro,0.3,TBD
dinamometros,0.3,TBD
dinamometrico,0.3,TBD
dinamometria,0.6,TBD
dinamos,0.3,TBD
dynamotor,0.6,TBD
disfuncao,-1.8,TBD
ansia,1.7,TBD
eagers,1.6,TBD
fervoroso,1.1,TBD
facilidade,1.5,TBD
aliviado,1.4,TBD
facil,1.9,TBD
com facilidade,1.4,TBD
cavalete,0.3,TBD
servidao,1.6,TBD
servidoes,0.4,TBD
alivia,1.5,TBD
mais facil,1.8,TBD
facilmente,1.4,TBD
aliviar,1.5,TBD
maleavel,1.3,TBD
ecstacy,3.3,TBD
extases,2.3,TBD
extase,0.6,TBD
extatico,2.3,TBD
extaticamente,2.8,TBD
ecstatics,2.9,TBD
estranho,-0.8,TBD
eery,-0.9,TBD
eficaz,2.1,TBD
efetivamente,1.9,TBD
eficiencias,1.6,TBD
eficiencia,1.5,TBD
eficiente,1.8,TBD
eficientemente,1.7,TBD
effin,-2.3,TBD
egoismo,-1.7,TBD
egoismos,-2.0,TBD
egoista,-2.1,TBD
egoisticamente,-1.4,TBD
egoistas,-1.7,TBD
exaltado,3.0,TBD
exaltacao,1.5,TBD
elegancia,2.1,TBD
elegancias,1.6,TBD
elegantemente,1.9,TBD
embaracar,-1.2,TBD
embaracado,-1.1,TBD
envergonha,-1.7,TBD
embaracosamente,-1.7,TBD
embaraco,-1.9,TBD
embaracos,-1.7,TBD
abraco,2.1,TBD
emergencia,-1.6,TBD
emocional,0.6,TBD
empatico,1.7,TBD
esvaziado,-0.7,TBD
mais vazio,-1.8,TBD
empires,-0.7,TBD
esvazia,-0.7,TBD
de forma vazia,-1.0,TBD
vazio,-0.8,TBD
vazios,-1.5,TBD
emptins,-0.3,TBD
esvaziar,-0.6,TBD
encantada,1.6,TBD
encorajar,1.9,TBD
encorajado,1.5,TBD
encorajamento,1.8,TBD
incentivos,1.3,TBD
incentivador,1.5,TBD
incentivadores,1.5,TBD
encorajando,2.4,TBD
encorajadoramente,2.0,TBD
endossar,1.3,TBD
endosso,1.3,TBD
endossa,1.4,TBD
inimigos,-2.0,TBD
inimigo,-1.9,TBD
energetico,1.9,TBD
energicamente,1.8,TBD
energetica,0.3,TBD
energias,2.2,TBD
energizar,2.1,TBD
energizado,2.3,TBD
energizando,2.0,TBD
energizacao,1.6,TBD
energizacoes,1.5,TBD
energizador,2.1,TBD
energizantes,1.7,TBD
energiza,2.1,TBD
energia,1.2,TBD
se empenhar,1.4,TBD
acionado,1.7,TBD
noivado,2.0,TBD
engenheiro,1.1,TBD
envolventes,1.0,TBD
envolve,1.0,TBD
noivando,1.4,TBD
absorvido,0.6,TBD
gostei,1.8,TBD
desfrutador,2.2,TBD
desfrutando,2.4,TBD
prazeres,1.9,TBD
goza,2.3,TBD
ilumine,2.3,TBD
iluminado,2.2,TBD
esclarecedor,2.3,TBD
enrage,-2.6,TBD
enfurecido,-1.7,TBD
enfurece,-2.6,TBD
emendor,-2.8,TBD
enrapture,3.0,TBD
escravizar,-3.1,TBD
escravizado,-1.7,TBD
escravizas,-1.6,TBD
garantir,1.6,TBD
garantindo,1.1,TBD
empreendedor,2.3,TBD
entreter,1.3,TBD
entretido,1.7,TBD
animador,1.6,TBD
animadores,1.0,TBD
entretendo,1.9,TBD
entretenimento,1.8,TBD
entretenimentos,2.3,TBD
entretem,2.4,TBD
encantar,0.4,TBD
entusiasmo,1.9,TBD
entusiasmado,1.9,TBD
entusiasma,1.7,TBD
entusiasmos,2.0,TBD
entusiasta,1.5,TBD
com entusiasmo,2.6,TBD
entusiastas,1.4,TBD
intitulado,1.1,TBD
confiado,0.8,TBD
invejava,-1.1,TBD
inveja,-1.1,TBD
enviers,-1.1,TBD
invejoso,-1.1,TBD
invejando,-1.3,TBD
erroneo,-1.8,TBD
erro,-1.6,TBD
erros,-1.5,TBD
escapar,0.7,TBD
escapa,0.5,TBD
escapando,0.2,TBD
etico,2.3,TBD
euforia,3.3,TBD
euforico,3.2,TBD
despejo,-2.0,TBD
mal,-3.4,TBD
malfeitor,-3.1,TBD
malfeitores,-2.4,TBD
ruindade,-3.1,TBD
maldades,-2.5,TBD
eviler,-2.1,TBD
mais malvado,-1.6,TBD
muito mau,-2.9,TBD
terrivelmente mau,-3.3,TBD
malevolo,-3.4,TBD
maldade,-3.1,TBD
males,-2.7,TBD
exagerar,-0.6,TBD
exagera,-0.6,TBD
exagerando,-0.7,TBD
exasperado,-1.8,TBD
excel,2.0,TBD
se destacou,2.2,TBD
excelencia,2.5,TBD
excelencias,2.4,TBD
excelente,3.1,TBD
excelentemente,3.1,TBD
superando,2.5,TBD
se destaca,2.5,TBD
excelsior,0.7,TBD
excitabilidades,1.5,TBD
excitabilidade,1.0,TBD
excitavel,-1.0,TBD
excitante,0.3,TBD
excitantes,1.2,TBD
excitacao,2.2,TBD
excitacoes,1.8,TBD
excitador,0.5,TBD
excitar,2.1,TBD
animado,1.9,TBD
excitadamente,2.3,TBD
emocoes,1.5,TBD
excitadores,1.4,TBD
excita,2.1,TBD
emocionante,2.1,TBD
emocionantemente,2.0,TBD
exciton,0.3,TBD
excitonic,0.2,TBD
excitons,0.8,TBD
excluir,-0.9,TBD
excluido,-1.4,TBD
exclusao,-1.2,TBD
exclusivo,0.5,TBD
excruciar,-2.7,TBD
excruciado,-1.3,TBD
excruciados,-1.0,TBD
excruciante,-3.3,TBD
excrucitantemente,-2.9,TBD
excruciacao,-3.4,TBD
excruciacoes,-1.9,TBD
isentar,0.4,TBD
escape,-1.2,TBD
exausta,-1.5,TBD
exaustor,-1.3,TBD
exaustores,-1.3,TBD
exaustao,-1.1,TBD
esgotavel,-1.0,TBD
cansativo,-1.2,TBD
exaustivo,-0.5,TBD
exaustivamente,-0.7,TBD
desnecessario,0.2,TBD
falta de exaustao,0.9,TBD
exhilarar,2.8,TBD
estimulante,1.7,TBD
exonerar,1.8,TBD
exonerado,1.8,TBD
exonera,1.6,TBD
exonerando,1.0,TBD
expandir,1.3,TBD
se expande,0.4,TBD
expulsar,-1.9,TBD
expulso,-1.0,TBD
expulsando,-1.6,TBD
expulsa,-1.6,TBD
explorar,-0.4,TBD
explorado,-2.0,TBD
explorando,-1.9,TBD
exploracoes,0.3,TBD
exploracao,0.9,TBD
expor,-0.6,TBD
exposto,-0.3,TBD
expoe,-0.5,TBD
expondo,-1.1,TBD
ampliar,0.7,TBD
se estende,0.5,TBD
exuberante,2.8,TBD
exultante,3.0,TBD
exultantemente,1.4,TBD
fab,2.0,TBD
fabuloso,2.4,TBD
fabulosa,2.8,TBD
viado,-2.1,TBD
bicha,-3.4,TBD
bixas,-3.2,TBD
falhou,-2.5,TBD
fracassou,-2.3,TBD
falhando,-1.4,TBD
falhas,-2.1,TBD
faille,0.1,TBD
falha,-1.4,TBD
sensacional,-0.3,TBD
justo,1.3,TBD
fe,1.8,TBD
colhido,1.3,TBD
fiel,2.2,TBD
fielmente,1.8,TBD
fidelidade,2.5,TBD
sem fe,-0.9,TBD
infidelidade,-1.8,TBD
falso,-2.1,TBD
falsificacoes,-1.8,TBD
fingindo,0.4,TBD
caido,-1.5,TBD
queda,-0.6,TBD
falsificado,-1.6,TBD
falsificar,-2.0,TBD
fama,1.9,TBD
ventilador,1.3,TBD
fantastico,0.4,TBD
fantasticidades,2.1,TBD
fantasticidade,1.3,TBD
farsa,-1.7,TBD
fascinar,2.4,TBD
fascinado,2.1,TBD
fascina,2.0,TBD
fascinacao,2.2,TBD
fascinante,2.5,TBD
fascista,-2.6,TBD
fascistas,-0.8,TBD
fatal,-2.5,TBD
fatalismo,-0.6,TBD
fatalismos,-1.7,TBD
fatalista,-1.0,TBD
fatalistas,-1.2,TBD
fatalidades,-2.9,TBD
fatalidade,-3.5,TBD
fatalmente,-3.2,TBD
fadiga,-1.0,TBD
cansado,-1.1,TBD
cansa-se,-1.3,TBD
fatigantemente,-1.5,TBD
censurador,-0.8,TBD
deteccao de avarias,-2.1,TBD
danificado,-2.1,TBD
mais danificado,-2.1,TBD
pode falhar,-2.0,TBD
falta de responsabilidade,-1.5,TBD
sem falhas,0.8,TBD
falta de falhas,1.1,TBD
fav,2.4,TBD
favorito,2.0,TBD
favor,1.9,TBD
favoravel,2.2,TBD
favoravelmente,1.6,TBD
favorecido,1.8,TBD
favorecer,1.3,TBD
favorecedores,1.4,TBD
favorecendo,1.3,TBD
favoritos,1.8,TBD
favoritismo,0.7,TBD
favoritismos,0.7,TBD
favores,1.8,TBD
favorita,1.6,TBD
medo,-1.8,TBD
temia,-2.2,TBD
com medo,-1.5,TBD
mais terrivel,-2.5,TBD
sem medo,1.1,TBD
destemor,1.1,TBD
medos,-1.8,TBD
temivel,-1.7,TBD
engordou,-1.8,TBD
fraco,-1.3,TBD
sentindo-me,0.5,TBD
crimes,-2.5,TBD
feroz,-0.4,TBD
ferozmente,-1.1,TBD
ferocidade,-0.7,TBD
ferocidades,-1.0,TBD
fervente,0.5,TBD
festival,2.2,TBD
festejador,1.3,TBD
frequentadores do festival,1.2,TBD
festivais,1.5,TBD
festivo,2.0,TBD
festivamente,2.2,TBD
festividade,2.2,TBD
festividades,2.1,TBD
feudo,-1.4,TBD
feudal,-0.8,TBD
feudalismo,-0.5,TBD
feudais,-0.5,TBD
feudalista,-0.9,TBD
feudalidades,-0.4,TBD
feudalizacao,-0.3,TBD
enfeudar,-0.5,TBD
feudalizado,-0.8,TBD
feudaliza,-0.1,TBD
feudalizando,-0.7,TBD
feudalmente,-0.6,TBD
feudaries,-0.3,TBD
feudatorio,-0.1,TBD
feudacao,-1.6,TBD
feudista,-1.1,TBD
feudistas,-0.7,TBD
fiasco,-2.3,TBD
inquieto,-1.1,TBD
fogosa,-1.4,TBD
festa,1.6,TBD
festas,1.7,TBD
luta,-1.3,TBD
lutador,-1.1,TBD
lutas,-1.5,TBD
fogo,-1.4,TBD
disparamos,-2.6,TBD
disparando,-1.4,TBD
em forma,1.5,TBD
ginastica,1.1,TBD
flagship,0.4,TBD
bajular,0.4,TBD
lisonjeado,1.6,TBD
adulador,-0.3,TBD
aduladores,0.3,TBD
lisonjas,1.2,TBD
lisonjeiro,1.3,TBD
de forma lisonjeira,1.0,TBD
lisonjeiros,0.6,TBD
lisonjeira,0.4,TBD
foge,-0.7,TBD
flexibilidades,1.0,TBD
flexibilidade,1.4,TBD
flexivel,0.9,TBD
com flexibilidade,1.3,TBD
flerte,0.6,TBD
coquete,0.6,TBD
flertando,0.8,TBD
flertou,-0.2,TBD
flertador,-0.4,TBD
fliperas,0.6,TBD
mais entusiasmado,-2.0,TBD
mais flirti,0.4,TBD
flertar,0.7,TBD
flop,-1.4,TBD
flops,-1.4,TBD
gripe,-1.6,TBD
flunk,-1.3,TBD
flunked,-2.1,TBD
flunker,-1.9,TBD
flunkers,-1.6,TBD
lacaio,-1.8,TBD
flunkeys,-0.6,TBD
flunkies,-1.4,TBD
flunking,-1.5,TBD
flunks,-1.8,TBD
flunky,-1.8,TBD
nervoso,-1.1,TBD
focado,1.6,TBD
foehns,0.2,TBD
homem,-1.8,TBD
femen,-0.3,TBD
fetal,-0.1,TBD
fetido,-1.9,TBD
foetor,-3.0,TBD
foetors,-2.1,TBD
feto,0.2,TBD
fetos,0.2,TBD
com carinho,1.9,TBD
gosto,1.7,TBD
fooleries,-1.8,TBD
